Billable Flag,Date,Department,Employee,Expense Subtype,Expense Type,Expense Amount
N,11/16/19 0:00,C-level,Carmen Lowther,Dinner,Meals,20.21
N,11/24/19 0:00,C-level,Carmen Lowther,Dinner,Meals,11.09
N,11/24/19 0:00,C-level,Carmen Lowther,Dinner,Meals,23.29
N,11/24/19 0:00,C-level,Carmen Lowther,Dinner,Meals,47.49
N,11/16/20 0:00,C-level,Carmen Lowther,Dinner,Meals,20.21
N,11/24/20 0:00,C-level,Carmen Lowther,Dinner,Meals,23.29
N,11/24/20 0:00,C-level,Carmen Lowther,Dinner,Meals,47.49
N,1/26/19 0:00,C-level,Conney Greetham,Dinner,Meals,11.86
N,1/26/19 0:00,C-level,Conney Greetham,Dinner,Meals,75.62
N,1/26/19 0:00,C-level,Conney Greetham,Dinner,Meals,469.77
N,2/12/19 0:00,C-level,Conney Greetham,Dinner,Meals,20.08
N,2/12/19 0:00,C-level,Conney Greetham,Dinner,Meals,24.39
N,2/12/19 0:00,C-level,Conney Greetham,Dinner,Meals,36.19
N,2/12/19 0:00,C-level,Conney Greetham,Dinner,Meals,37.57
N,2/12/19 0:00,C-level,Conney Greetham,Dinner,Meals,45.55
N,2/12/19 0:00,C-level,Conney Greetham,Dinner,Meals,47.34
N,2/12/19 0:00,C-level,Conney Greetham,Dinner,Meals,80.78
N,2/12/19 0:00,C-level,Conney Greetham,Dinner,Meals,96.2
N,2/12/19 0:00,C-level,Conney Greetham,Dinner,Meals,237.89
N,2/23/19 0:00,C-level,Conney Greetham,Dinner,Meals,21.93
N,2/23/19 0:00,C-level,Conney Greetham,Dinner,Meals,115.39
N,2/23/19 0:00,C-level,Conney Greetham,Dinner,Meals,213.25
N,3/3/19 0:00,C-level,Conney Greetham,Dinner,Meals,13.35
N,3/3/19 0:00,C-level,Conney Greetham,Dinner,Meals,215.9
N,3/10/19 0:00,C-level,Conney Greetham,Dinner,Meals,21.23
N,3/10/19 0:00,C-level,Conney Greetham,Dinner,Meals,33.35
N,3/10/19 0:00,C-level,Conney Greetham,Dinner,Meals,495.21
N,3/19/19 0:00,C-level,Conney Greetham,Dinner,Meals,25.83
N,3/19/19 0:00,C-level,Conney Greetham,Dinner,Meals,48.25
N,4/13/19 0:00,C-level,Conney Greetham,Dinner,Meals,12.18
N,4/13/19 0:00,C-level,Conney Greetham,Dinner,Meals,22.76
N,4/13/19 0:00,C-level,Conney Greetham,Dinner,Meals,27.03
N,4/13/19 0:00,C-level,Conney Greetham,Dinner,Meals,99.55
N,4/13/19 0:00,C-level,Conney Greetham,Dinner,Meals,131.89
N,4/13/19 0:00,C-level,Conney Greetham,Dinner,Meals,635.79
N,4/17/19 0:00,C-level,Conney Greetham,Dinner,Meals,25.39
N,4/17/19 0:00,C-level,Conney Greetham,Dinner,Meals,27.84
N,4/17/19 0:00,C-level,Conney Greetham,Dinner,Meals,50.9
N,5/8/19 0:00,C-level,Conney Greetham,Dinner,Meals,228.51
N,5/8/19 0:00,C-level,Conney Greetham,Dinner,Meals,229.89
N,5/21/19 0:00,C-level,Conney Greetham,Dinner,Meals,32.64
N,6/9/19 0:00,C-level,Conney Greetham,Dinner,Meals,21.9
N,6/9/19 0:00,C-level,Conney Greetham,Dinner,Meals,21.92
N,6/9/19 0:00,C-level,Conney Greetham,Dinner,Meals,23.98
N,1/26/20 0:00,C-level,Conney Greetham,Dinner,Meals,11.86
N,1/26/20 0:00,C-level,Conney Greetham,Dinner,Meals,75.62
N,1/26/20 0:00,C-level,Conney Greetham,Dinner,Meals,469.77
N,2/12/20 0:00,C-level,Conney Greetham,Dinner,Meals,20.08
N,2/12/20 0:00,C-level,Conney Greetham,Dinner,Meals,24.39
N,2/12/20 0:00,C-level,Conney Greetham,Dinner,Meals,36.19
N,2/12/20 0:00,C-level,Conney Greetham,Dinner,Meals,37.57
N,2/12/20 0:00,C-level,Conney Greetham,Dinner,Meals,45.55
N,2/12/20 0:00,C-level,Conney Greetham,Dinner,Meals,47.34
N,2/12/20 0:00,C-level,Conney Greetham,Dinner,Meals,80.78
N,2/12/20 0:00,C-level,Conney Greetham,Dinner,Meals,96.2
N,2/12/20 0:00,C-level,Conney Greetham,Dinner,Meals,237.89
N,2/23/20 0:00,C-level,Conney Greetham,Dinner,Meals,21.93
N,2/23/20 0:00,C-level,Conney Greetham,Dinner,Meals,115.39
N,2/23/20 0:00,C-level,Conney Greetham,Dinner,Meals,213.25
N,3/3/20 0:00,C-level,Conney Greetham,Dinner,Meals,13.35
N,3/3/20 0:00,C-level,Conney Greetham,Dinner,Meals,215.9
N,3/10/20 0:00,C-level,Conney Greetham,Dinner,Meals,21.23
N,3/10/20 0:00,C-level,Conney Greetham,Dinner,Meals,33.35
N,3/10/20 0:00,C-level,Conney Greetham,Dinner,Meals,495.21
N,3/19/20 0:00,C-level,Conney Greetham,Dinner,Meals,25.83
N,3/19/20 0:00,C-level,Conney Greetham,Dinner,Meals,48.25
N,4/13/20 0:00,C-level,Conney Greetham,Dinner,Meals,12.18
N,4/13/20 0:00,C-level,Conney Greetham,Dinner,Meals,22.76
N,4/13/20 0:00,C-level,Conney Greetham,Dinner,Meals,27.03
N,4/13/20 0:00,C-level,Conney Greetham,Dinner,Meals,99.55
N,4/13/20 0:00,C-level,Conney Greetham,Dinner,Meals,131.89
N,4/13/20 0:00,C-level,Conney Greetham,Dinner,Meals,635.79
N,4/17/20 0:00,C-level,Conney Greetham,Dinner,Meals,25.39
N,4/17/20 0:00,C-level,Conney Greetham,Dinner,Meals,27.84
N,4/17/20 0:00,C-level,Conney Greetham,Dinner,Meals,50.9
N,5/8/20 0:00,C-level,Conney Greetham,Dinner,Meals,228.51
N,5/8/20 0:00,C-level,Conney Greetham,Dinner,Meals,229.89
N,5/21/20 0:00,C-level,Conney Greetham,Dinner,Meals,32.64
N,6/9/20 0:00,C-level,Conney Greetham,Dinner,Meals,21.9
N,6/9/20 0:00,C-level,Conney Greetham,Dinner,Meals,21.92
N,6/9/20 0:00,C-level,Conney Greetham,Dinner,Meals,23.98
N,10/17/20 0:00,C-level,Freemon Shortin,Dinner,Meals,23.56
N,10/17/20 0:00,C-level,Freemon Shortin,Dinner,Meals,39.97
N,10/17/20 0:00,C-level,Freemon Shortin,Dinner,Meals,41.41
N,11/7/20 0:00,C-level,Freemon Shortin,Dinner,Meals,20
N,11/7/20 0:00,C-level,Freemon Shortin,Dinner,Meals,22.55
N,11/7/20 0:00,C-level,Freemon Shortin,Dinner,Meals,23.24
N,11/7/20 0:00,C-level,Freemon Shortin,Dinner,Meals,24.81
N,11/7/20 0:00,C-level,Freemon Shortin,Dinner,Meals,27.37
N,11/7/20 0:00,C-level,Freemon Shortin,Dinner,Meals,62.03
N,11/29/20 0:00,C-level,Freemon Shortin,Dinner,Meals,16.14
N,12/20/20 0:00,C-level,Freemon Shortin,Dinner,Meals,14.17
N,12/20/20 0:00,C-level,Freemon Shortin,Dinner,Meals,14.85
N,12/20/20 0:00,C-level,Freemon Shortin,Dinner,Meals,33.6
N,12/20/20 0:00,C-level,Freemon Shortin,Dinner,Meals,34.25
N,12/20/20 0:00,C-level,Freemon Shortin,Dinner,Meals,36.63
N,12/20/20 0:00,C-level,Freemon Shortin,Dinner,Meals,49.06
N,11/5/19 0:00,C-level,Tiphany Trodden,Dinner,Meals,21.22
N,11/13/19 0:00,C-level,Tiphany Trodden,Dinner,Meals,677.84
N,11/5/20 0:00,C-level,Tiphany Trodden,Dinner,Meals,21.22
N,11/13/20 0:00,C-level,Tiphany Trodden,Dinner,Meals,677.84
N,3/10/19 0:00,C-level,Conney Greetham,Group Meal - External,Meals,65.69
N,3/19/19 0:00,C-level,Conney Greetham,Group Meal - External,Meals,133.29
N,4/17/19 0:00,C-level,Conney Greetham,Group Meal - External,Meals,130.23
N,5/8/19 0:00,C-level,Conney Greetham,Group Meal - External,Meals,303.69
N,3/10/20 0:00,C-level,Conney Greetham,Group Meal - External,Meals,65.69
N,3/19/20 0:00,C-level,Conney Greetham,Group Meal - External,Meals,133.29
N,4/17/20 0:00,C-level,Conney Greetham,Group Meal - External,Meals,130.23
N,5/8/20 0:00,C-level,Conney Greetham,Group Meal - External,Meals,303.69
N,10/17/20 0:00,C-level,Freemon Shortin,Group Meal - External,Meals,38.14
N,12/20/20 0:00,C-level,Freemon Shortin,Group Meal - External,Meals,30.64
N,11/24/19 0:00,C-level,Carmen Lowther,Group Meal - Internal,Meals,28.33
N,11/24/19 0:00,C-level,Carmen Lowther,Group Meal - Internal,Meals,35.51
N,12/13/19 0:00,C-level,Carmen Lowther,Group Meal - Internal,Meals,3165.88
N,11/24/20 0:00,C-level,Carmen Lowther,Group Meal - Internal,Meals,28.33
N,11/24/20 0:00,C-level,Carmen Lowther,Group Meal - Internal,Meals,35.51
N,12/13/20 0:00,C-level,Carmen Lowther,Group Meal - Internal,Meals,3165.88
N,4/29/19 0:00,C-level,Conney Greetham,Group Meal - Internal,Meals,76.28
N,4/29/19 0:00,C-level,Conney Greetham,Group Meal - Internal,Meals,447.47
N,4/29/19 0:00,C-level,Conney Greetham,Group Meal - Internal,Meals,714.99
N,5/21/19 0:00,C-level,Conney Greetham,Group Meal - Internal,Meals,32.64
N,4/29/20 0:00,C-level,Conney Greetham,Group Meal - Internal,Meals,76.28
N,4/29/20 0:00,C-level,Conney Greetham,Group Meal - Internal,Meals,447.47
N,4/29/20 0:00,C-level,Conney Greetham,Group Meal - Internal,Meals,714.99
N,5/21/20 0:00,C-level,Conney Greetham,Group Meal - Internal,Meals,32.64
N,10/17/20 0:00,C-level,Freemon Shortin,Group Meal - Internal,Meals,194.08
N,11/7/20 0:00,C-level,Freemon Shortin,Group Meal - Internal,Meals,62.64
N,11/29/20 0:00,C-level,Freemon Shortin,Group Meal - Internal,Meals,30.64
N,11/29/20 0:00,C-level,Freemon Shortin,Group Meal - Internal,Meals,441.77
N,11/29/20 0:00,C-level,Freemon Shortin,Group Meal - Internal,Meals,611.87
N,12/20/20 0:00,C-level,Freemon Shortin,Group Meal - Internal,Meals,79.44
N,12/20/20 0:00,C-level,Freemon Shortin,Group Meal - Internal,Meals,79.81
N,12/20/20 0:00,C-level,Freemon Shortin,Group Meal - Internal,Meals,291.36
N,11/13/19 0:00,C-level,Tiphany Trodden,Group Meal - Internal,Meals,131.11
N,11/13/20 0:00,C-level,Tiphany Trodden,Group Meal - Internal,Meals,131.11
N,11/24/19 0:00,C-level,Carmen Lowther,Lunch,Meals,10.23
N,11/24/19 0:00,C-level,Carmen Lowther,Lunch,Meals,19.32
N,11/24/20 0:00,C-level,Carmen Lowther,Lunch,Meals,19.32
N,2/12/19 0:00,C-level,Conney Greetham,Lunch,Meals,46.53
N,2/23/19 0:00,C-level,Conney Greetham,Lunch,Meals,10.23
N,2/23/19 0:00,C-level,Conney Greetham,Lunch,Meals,18.65
N,3/3/19 0:00,C-level,Conney Greetham,Lunch,Meals,13.16
N,3/10/19 0:00,C-level,Conney Greetham,Lunch,Meals,14.1
N,3/19/19 0:00,C-level,Conney Greetham,Lunch,Meals,39.55
N,4/13/19 0:00,C-level,Conney Greetham,Lunch,Meals,120.33
N,4/17/19 0:00,C-level,Conney Greetham,Lunch,Meals,31.08
N,4/17/19 0:00,C-level,Conney Greetham,Lunch,Meals,34.22
N,5/8/19 0:00,C-level,Conney Greetham,Lunch,Meals,14.95
N,5/21/19 0:00,C-level,Conney Greetham,Lunch,Meals,12.44
N,6/9/19 0:00,C-level,Conney Greetham,Lunch,Meals,11.99
N,6/9/19 0:00,C-level,Conney Greetham,Lunch,Meals,13.44
N,6/9/19 0:00,C-level,Conney Greetham,Lunch,Meals,14.31
N,6/9/19 0:00,C-level,Conney Greetham,Lunch,Meals,27.91
N,6/16/19 0:00,C-level,Conney Greetham,Lunch,Meals,216.25
N,2/12/20 0:00,C-level,Conney Greetham,Lunch,Meals,46.53
N,2/23/20 0:00,C-level,Conney Greetham,Lunch,Meals,18.65
N,3/3/20 0:00,C-level,Conney Greetham,Lunch,Meals,13.16
N,3/10/20 0:00,C-level,Conney Greetham,Lunch,Meals,14.1
N,3/19/20 0:00,C-level,Conney Greetham,Lunch,Meals,39.55
N,4/13/20 0:00,C-level,Conney Greetham,Lunch,Meals,120.33
N,4/17/20 0:00,C-level,Conney Greetham,Lunch,Meals,31.08
N,4/17/20 0:00,C-level,Conney Greetham,Lunch,Meals,34.22
N,5/8/20 0:00,C-level,Conney Greetham,Lunch,Meals,14.95
N,5/21/20 0:00,C-level,Conney Greetham,Lunch,Meals,12.44
N,6/9/20 0:00,C-level,Conney Greetham,Lunch,Meals,11.99
N,6/9/20 0:00,C-level,Conney Greetham,Lunch,Meals,13.44
N,6/9/20 0:00,C-level,Conney Greetham,Lunch,Meals,14.31
N,6/9/20 0:00,C-level,Conney Greetham,Lunch,Meals,27.91
N,6/16/20 0:00,C-level,Conney Greetham,Lunch,Meals,216.25
N,11/7/20 0:00,C-level,Freemon Shortin,Lunch,Meals,17.03
N,11/7/20 0:00,C-level,Freemon Shortin,Lunch,Meals,23.12
N,8/4/19 0:00,Engineering,Claribel Dunseath,Breakfast,Meals,11.94
N,8/4/19 0:00,Engineering,Claribel Dunseath,Breakfast,Meals,13.54
N,8/4/19 0:00,Engineering,Claribel Dunseath,Breakfast,Meals,24.88
N,8/4/19 0:00,Engineering,Claribel Dunseath,Breakfast,Meals,25.88
N,11/10/19 0:00,Engineering,Claribel Dunseath,Breakfast,Meals,131.9
N,8/4/20 0:00,Engineering,Claribel Dunseath,Breakfast,Meals,11.94
N,8/4/20 0:00,Engineering,Claribel Dunseath,Breakfast,Meals,13.54
N,8/4/20 0:00,Engineering,Claribel Dunseath,Breakfast,Meals,24.88
N,8/4/20 0:00,Engineering,Claribel Dunseath,Breakfast,Meals,25.88
N,11/10/20 0:00,Engineering,Claribel Dunseath,Breakfast,Meals,131.9
N,10/25/19 0:00,Engineering,Cortney Gosneye,Breakfast,Meals,18.27
N,11/25/19 0:00,Engineering,Cortney Gosneye,Breakfast,Meals,11.78
N,10/25/20 0:00,Engineering,Cortney Gosneye,Breakfast,Meals,18.27
N,11/25/20 0:00,Engineering,Cortney Gosneye,Breakfast,Meals,11.78
N,10/22/19 0:00,Engineering,Donni Machel,Breakfast,Meals,10.77
N,10/22/19 0:00,Engineering,Donni Machel,Breakfast,Meals,17.77
N,10/22/20 0:00,Engineering,Donni Machel,Breakfast,Meals,17.77
N,5/20/19 0:00,Engineering,Nil Hamm,Breakfast,Meals,10.98
N,5/20/19 0:00,Engineering,Nil Hamm,Breakfast,Meals,16.15
N,5/20/20 0:00,Engineering,Nil Hamm,Breakfast,Meals,16.15
N,4/14/19 0:00,Engineering,Olenka Rosas,Breakfast,Meals,10.43
N,5/19/19 0:00,Engineering,Olenka Rosas,Breakfast,Meals,15.48
N,11/23/19 0:00,Engineering,Olenka Rosas,Breakfast,Meals,12.28
N,5/19/20 0:00,Engineering,Olenka Rosas,Breakfast,Meals,15.48
N,11/23/20 0:00,Engineering,Olenka Rosas,Breakfast,Meals,12.28
N,1/15/19 0:00,Engineering,Pippa Emslie,Breakfast,Meals,111.18
N,7/27/19 0:00,Engineering,Pippa Emslie,Breakfast,Meals,30.31
N,11/23/19 0:00,Engineering,Pippa Emslie,Breakfast,Meals,16.4
N,1/15/20 0:00,Engineering,Pippa Emslie,Breakfast,Meals,111.18
N,7/27/20 0:00,Engineering,Pippa Emslie,Breakfast,Meals,30.31
N,11/23/20 0:00,Engineering,Pippa Emslie,Breakfast,Meals,16.4
N,1/22/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,15.06
N,2/16/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,28.21
N,5/22/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,11.33
N,5/22/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,24.68
N,5/22/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,32.69
N,7/13/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,10.88
N,7/13/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,15.01
N,7/31/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,10.85
N,7/31/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,11.68
N,7/31/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,21.19
N,7/31/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,31.2
N,9/14/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,18.09
N,9/14/19 0:00,Engineering,Sayre Zapater,Breakfast,Meals,19.1
N,1/22/20 0:00,Engineering,Sayre Zapater,Breakfast,Meals,15.06
N,2/16/20 0:00,Engineering,Sayre Zapater,Breakfast,Meals,28.21
N,5/22/20 0:00,Engineering,Sayre Zapater,Breakfast,Meals,11.33
N,5/22/20 0:00,Engineering,Sayre Zapater,Breakfast,Meals,24.68
N,5/22/20 0:00,Engineering,Sayre Zapater,Breakfast,Meals,32.69
N,7/13/20 0:00,Engineering,Sayre Zapater,Breakfast,Meals,15.01
N,7/31/20 0:00,Engineering,Sayre Zapater,Breakfast,Meals,11.68
N,7/31/20 0:00,Engineering,Sayre Zapater,Breakfast,Meals,21.19
N,7/31/20 0:00,Engineering,Sayre Zapater,Breakfast,Meals,31.2
N,9/14/20 0:00,Engineering,Sayre Zapater,Breakfast,Meals,18.09
N,9/14/20 0:00,Engineering,Sayre Zapater,Breakfast,Meals,19.1
N,1/23/19 0:00,Engineering,Silvie Fincher,Breakfast,Meals,28.58
N,1/23/20 0:00,Engineering,Silvie Fincher,Breakfast,Meals,28.58
N,9/21/19 0:00,Engineering,Stesha Gianotti,Breakfast,Meals,10.03
N,11/2/19 0:00,Engineering,Stesha Gianotti,Breakfast,Meals,13.98
N,11/2/19 0:00,Engineering,Stesha Gianotti,Breakfast,Meals,20.53
N,11/2/20 0:00,Engineering,Stesha Gianotti,Breakfast,Meals,13.98
N,11/2/20 0:00,Engineering,Stesha Gianotti,Breakfast,Meals,20.53
N,10/28/19 0:00,Engineering,Winifred Lazell,Breakfast,Meals,47.36
N,10/28/20 0:00,Engineering,Winifred Lazell,Breakfast,Meals,47.36
N,3/6/19 0:00,Engineering,Claribel Dunseath,Dinner,Meals,10.1
N,8/4/19 0:00,Engineering,Claribel Dunseath,Dinner,Meals,10.31
N,11/10/19 0:00,Engineering,Claribel Dunseath,Dinner,Meals,42.87
N,11/10/19 0:00,Engineering,Claribel Dunseath,Dinner,Meals,47.86
N,12/18/19 0:00,Engineering,Claribel Dunseath,Dinner,Meals,15.11
N,11/10/20 0:00,Engineering,Claribel Dunseath,Dinner,Meals,42.87
N,11/10/20 0:00,Engineering,Claribel Dunseath,Dinner,Meals,47.86
N,12/18/20 0:00,Engineering,Claribel Dunseath,Dinner,Meals,15.11
N,5/25/19 0:00,Engineering,Cortney Gosneye,Dinner,Meals,47.79
N,7/26/19 0:00,Engineering,Cortney Gosneye,Dinner,Meals,68.22
N,9/11/19 0:00,Engineering,Cortney Gosneye,Dinner,Meals,34.11
N,10/11/19 0:00,Engineering,Cortney Gosneye,Dinner,Meals,18.91
N,10/25/19 0:00,Engineering,Cortney Gosneye,Dinner,Meals,23.12
N,11/25/19 0:00,Engineering,Cortney Gosneye,Dinner,Meals,23.1
N,5/25/20 0:00,Engineering,Cortney Gosneye,Dinner,Meals,47.79
N,7/26/20 0:00,Engineering,Cortney Gosneye,Dinner,Meals,68.22
N,9/11/20 0:00,Engineering,Cortney Gosneye,Dinner,Meals,34.11
N,10/11/20 0:00,Engineering,Cortney Gosneye,Dinner,Meals,18.91
N,10/25/20 0:00,Engineering,Cortney Gosneye,Dinner,Meals,23.12
N,11/25/20 0:00,Engineering,Cortney Gosneye,Dinner,Meals,23.1
N,10/22/19 0:00,Engineering,Donni Machel,Dinner,Meals,35.81
N,10/22/19 0:00,Engineering,Donni Machel,Dinner,Meals,59.02
N,10/22/19 0:00,Engineering,Donni Machel,Dinner,Meals,63.86
N,10/22/19 0:00,Engineering,Donni Machel,Dinner,Meals,582.16
N,10/22/20 0:00,Engineering,Donni Machel,Dinner,Meals,35.81
N,10/22/20 0:00,Engineering,Donni Machel,Dinner,Meals,59.02
N,10/22/20 0:00,Engineering,Donni Machel,Dinner,Meals,63.86
N,10/22/20 0:00,Engineering,Donni Machel,Dinner,Meals,582.16
N,4/17/19 0:00,Engineering,Grannie Eales,Dinner,Meals,21.52
N,4/17/19 0:00,Engineering,Grannie Eales,Dinner,Meals,31.75
N,6/6/19 0:00,Engineering,Grannie Eales,Dinner,Meals,34.65
N,6/6/19 0:00,Engineering,Grannie Eales,Dinner,Meals,35.06
N,6/6/19 0:00,Engineering,Grannie Eales,Dinner,Meals,36.22
N,6/6/19 0:00,Engineering,Grannie Eales,Dinner,Meals,70.16
N,6/14/19 0:00,Engineering,Grannie Eales,Dinner,Meals,23.79
N,6/14/19 0:00,Engineering,Grannie Eales,Dinner,Meals,35.71
N,6/14/19 0:00,Engineering,Grannie Eales,Dinner,Meals,38.91
N,6/14/19 0:00,Engineering,Grannie Eales,Dinner,Meals,41.66
N,6/14/19 0:00,Engineering,Grannie Eales,Dinner,Meals,43.29
N,7/18/19 0:00,Engineering,Grannie Eales,Dinner,Meals,34.92
N,7/18/19 0:00,Engineering,Grannie Eales,Dinner,Meals,35.29
N,7/18/19 0:00,Engineering,Grannie Eales,Dinner,Meals,36.29
N,7/18/19 0:00,Engineering,Grannie Eales,Dinner,Meals,36.71
N,7/18/19 0:00,Engineering,Grannie Eales,Dinner,Meals,37.89
N,4/17/20 0:00,Engineering,Grannie Eales,Dinner,Meals,21.52
N,4/17/20 0:00,Engineering,Grannie Eales,Dinner,Meals,31.75
N,6/6/20 0:00,Engineering,Grannie Eales,Dinner,Meals,34.65
N,6/6/20 0:00,Engineering,Grannie Eales,Dinner,Meals,35.06
N,6/6/20 0:00,Engineering,Grannie Eales,Dinner,Meals,36.22
N,6/6/20 0:00,Engineering,Grannie Eales,Dinner,Meals,70.16
N,6/14/20 0:00,Engineering,Grannie Eales,Dinner,Meals,23.79
N,6/14/20 0:00,Engineering,Grannie Eales,Dinner,Meals,35.71
N,6/14/20 0:00,Engineering,Grannie Eales,Dinner,Meals,38.91
N,6/14/20 0:00,Engineering,Grannie Eales,Dinner,Meals,41.66
N,6/14/20 0:00,Engineering,Grannie Eales,Dinner,Meals,43.29
N,7/18/20 0:00,Engineering,Grannie Eales,Dinner,Meals,34.92
N,7/18/20 0:00,Engineering,Grannie Eales,Dinner,Meals,35.29
N,7/18/20 0:00,Engineering,Grannie Eales,Dinner,Meals,36.29
N,7/18/20 0:00,Engineering,Grannie Eales,Dinner,Meals,36.71
N,7/18/20 0:00,Engineering,Grannie Eales,Dinner,Meals,37.89
N,9/23/19 0:00,Engineering,Jessee Lockney,Dinner,Meals,28.6
N,9/23/19 0:00,Engineering,Jessee Lockney,Dinner,Meals,35.13
N,9/23/19 0:00,Engineering,Jessee Lockney,Dinner,Meals,37.94
N,9/23/19 0:00,Engineering,Jessee Lockney,Dinner,Meals,60.17
N,10/26/19 0:00,Engineering,Jessee Lockney,Dinner,Meals,48.06
N,9/23/20 0:00,Engineering,Jessee Lockney,Dinner,Meals,28.6
N,9/23/20 0:00,Engineering,Jessee Lockney,Dinner,Meals,35.13
N,9/23/20 0:00,Engineering,Jessee Lockney,Dinner,Meals,37.94
N,9/23/20 0:00,Engineering,Jessee Lockney,Dinner,Meals,60.17
N,10/26/20 0:00,Engineering,Jessee Lockney,Dinner,Meals,48.06
N,1/2/19 0:00,Engineering,Malina Kaye,Dinner,Meals,16.75
N,1/2/19 0:00,Engineering,Malina Kaye,Dinner,Meals,20.67
N,1/2/19 0:00,Engineering,Malina Kaye,Dinner,Meals,23.32
N,1/2/20 0:00,Engineering,Malina Kaye,Dinner,Meals,16.75
N,1/2/20 0:00,Engineering,Malina Kaye,Dinner,Meals,20.67
N,1/2/20 0:00,Engineering,Malina Kaye,Dinner,Meals,23.32
N,5/20/19 0:00,Engineering,Nil Hamm,Dinner,Meals,10.36
N,5/20/19 0:00,Engineering,Nil Hamm,Dinner,Meals,11.89
N,5/20/19 0:00,Engineering,Nil Hamm,Dinner,Meals,13.64
N,5/20/19 0:00,Engineering,Nil Hamm,Dinner,Meals,18.78
N,5/20/19 0:00,Engineering,Nil Hamm,Dinner,Meals,21.22
N,5/20/19 0:00,Engineering,Nil Hamm,Dinner,Meals,21.29
N,5/20/19 0:00,Engineering,Nil Hamm,Dinner,Meals,22.89
N,5/20/19 0:00,Engineering,Nil Hamm,Dinner,Meals,33.58
N,5/20/19 0:00,Engineering,Nil Hamm,Dinner,Meals,44.75
N,5/20/19 0:00,Engineering,Nil Hamm,Dinner,Meals,49.66
N,5/20/19 0:00,Engineering,Nil Hamm,Dinner,Meals,74.07
N,6/12/19 0:00,Engineering,Nil Hamm,Dinner,Meals,10.26
N,5/20/20 0:00,Engineering,Nil Hamm,Dinner,Meals,11.89
N,5/20/20 0:00,Engineering,Nil Hamm,Dinner,Meals,13.64
N,5/20/20 0:00,Engineering,Nil Hamm,Dinner,Meals,18.78
N,5/20/20 0:00,Engineering,Nil Hamm,Dinner,Meals,21.22
N,5/20/20 0:00,Engineering,Nil Hamm,Dinner,Meals,21.29
N,5/20/20 0:00,Engineering,Nil Hamm,Dinner,Meals,22.89
N,5/20/20 0:00,Engineering,Nil Hamm,Dinner,Meals,33.58
N,5/20/20 0:00,Engineering,Nil Hamm,Dinner,Meals,44.75
N,5/20/20 0:00,Engineering,Nil Hamm,Dinner,Meals,49.66
N,5/20/20 0:00,Engineering,Nil Hamm,Dinner,Meals,74.07
N,2/16/19 0:00,Engineering,Olenka Rosas,Dinner,Meals,40.44
N,8/3/19 0:00,Engineering,Olenka Rosas,Dinner,Meals,23.09
N,10/12/19 0:00,Engineering,Olenka Rosas,Dinner,Meals,30.31
N,10/12/19 0:00,Engineering,Olenka Rosas,Dinner,Meals,36.37
N,10/12/19 0:00,Engineering,Olenka Rosas,Dinner,Meals,46.68
N,10/12/19 0:00,Engineering,Olenka Rosas,Dinner,Meals,72.29
N,11/23/19 0:00,Engineering,Olenka Rosas,Dinner,Meals,14.14
N,11/23/19 0:00,Engineering,Olenka Rosas,Dinner,Meals,29.45
N,11/23/19 0:00,Engineering,Olenka Rosas,Dinner,Meals,41.74
N,12/4/19 0:00,Engineering,Olenka Rosas,Dinner,Meals,20.02
N,2/16/20 0:00,Engineering,Olenka Rosas,Dinner,Meals,40.44
N,8/3/20 0:00,Engineering,Olenka Rosas,Dinner,Meals,23.09
N,10/12/20 0:00,Engineering,Olenka Rosas,Dinner,Meals,30.31
N,10/12/20 0:00,Engineering,Olenka Rosas,Dinner,Meals,36.37
N,10/12/20 0:00,Engineering,Olenka Rosas,Dinner,Meals,46.68
N,10/12/20 0:00,Engineering,Olenka Rosas,Dinner,Meals,72.29
N,11/23/20 0:00,Engineering,Olenka Rosas,Dinner,Meals,14.14
N,11/23/20 0:00,Engineering,Olenka Rosas,Dinner,Meals,29.45
N,11/23/20 0:00,Engineering,Olenka Rosas,Dinner,Meals,41.74
N,12/4/20 0:00,Engineering,Olenka Rosas,Dinner,Meals,20.02
N,1/13/19 0:00,Engineering,Padriac Whitsey,Dinner,Meals,31.89
N,1/13/19 0:00,Engineering,Padriac Whitsey,Dinner,Meals,35.42
N,1/13/19 0:00,Engineering,Padriac Whitsey,Dinner,Meals,83.36
N,1/30/19 0:00,Engineering,Padriac Whitsey,Dinner,Meals,40.75
N,2/5/19 0:00,Engineering,Padriac Whitsey,Dinner,Meals,18.47
N,2/5/19 0:00,Engineering,Padriac Whitsey,Dinner,Meals,21.06
N,2/5/19 0:00,Engineering,Padriac Whitsey,Dinner,Meals,25.69
